Survived,Pclass,Sex,Age,Fare,FamilySize,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Embarked_Q,Embarked_S
1,3,1,25,8.1125,1,0,1,0,0,0,1
1,1,1,4,81.8583,3,0,0,0,0,0,1
1,2,0,13,19.5,2,1,0,0,0,0,1
1,1,1,34,26.55,1,0,1,0,0,0,1
1,3,0,5,19.2583,4,1,0,0,0,0,0
1,1,1,52,30.5,1,0,0,0,1,0,1
0,2,1,36,27.75,4,0,1,0,0,0,1
0,3,1,25,19.9667,2,0,1,0,0,0,1
0,1,1,30,27.75,1,0,1,0,0,0,0
1,1,1,49,89.1042,2,0,1,0,0,0,0
0,3,1,25,8.05,1,0,1,0,0,0,1
1,3,1,29,7.8958,1,0,1,0,0,0,0
0,1,1,65,26.55,1,0,1,0,0,0,1
1,1,0,35,51.8625,2,0,0,1,0,0,1
1,2,0,50,10.5,1,1,0,0,0,0,1
0,3,1,25,7.75,1,0,1,0,0,1,0
1,1,1,48,26.55,1,0,1,0,0,0,1
0,3,1,34,8.05,1,0,1,0,0,0,1
0,1,1,47,38.5,1,0,1,0,0,0,1
0,2,1,48,13,1,0,1,0,0,0,1
0,3,1,25,8.05,1,0,1,0,0,0,1
0,3,1,38,7.05,1,0,1,0,0,0,1
0,2,1,30,0,1,0,1,0,0,0,1
0,1,1,56,26.55,1,0,1,0,0,0,1
0,3,1,25,7.725,1,0,1,0,0,1,0
1,3,0,0.75,19.2583,4,1,0,0,0,0,0
0,3,1,25,7.25,1,0,1,0,0,0,1
0,3,1,38,8.6625,1,0,1,0,0,0,1
1,2,0,33,27.75,4,0,0,1,0,0,1
1,2,0,23,13.7917,1,0,0,1,0,0,0
0,3,0,22,9.8375,1,1,0,0,0,0,1
0,1,1,40,52,1,0,1,0,0,0,1
0,2,1,34,21,2,0,1,0,0,0,1
0,3,1,29,7.0458,2,0,1,0,0,0,1
0,3,1,22,7.5208,1,0,1,0,0,0,1
1,3,0,2,12.2875,2,1,0,0,0,0,1
0,3,1,9,46.9,8,0,0,0,0,0,1
0,2,1,30,0,1,0,1,0,0,0,1
0,3,1,50,8.05,1,0,1,0,0,0,1
1,3,0,63,9.5875,1,0,0,1,0,0,1
1,1,1,25,91.0792,2,0,1,0,0,0,0
0,3,0,21,25.4667,5,1,0,0,0,0,1
1,1,0,35,90,2,0,0,1,0,0,1
0,1,1,58,29.7,1,0,1,0,0,0,0
0,3,1,30,8.05,1,0,1,0,0,0,1
1,3,1,9,15.9,3,0,0,0,0,0,1
0,3,1,25,19.9667,2,0,1,0,0,0,1
0,3,1,21,7.25,1,0,1,0,0,0,1
0,1,1,55,30.5,1,0,1,0,0,0,1
0,1,1,71,49.5042,1,0,1,0,0,0,0
0,3,1,21,8.05,1,0,1,0,0,0,1
0,3,1,25,14.4583,1,0,1,0,0,0,0
1,1,0,54,78.2667,2,1,0,0,0,0,0
0,3,1,25,15.1,1,0,1,0,0,0,1
0,1,0,25,151.55,4,0,0,1,0,0,1
0,3,1,24,7.7958,1,0,1,0,0,0,1
0,3,1,17,8.6625,1,0,1,0,0,0,1
0,3,0,21,7.75,1,1,0,0,0,1,0
0,3,0,21,7.6292,1,1,0,0,0,1,0
0,3,0,37,9.5875,1,1,0,0,0,0,1
1,1,0,16,86.5,1,1,0,0,0,0,1
0,1,1,18,108.9,2,0,1,0,0,0,0
1,2,0,33,26,3,0,0,1,0,0,1
1,1,1,40,26.55,1,0,1,0,0,0,1
0,3,1,28,22.525,1,0,1,0,0,0,1
1,3,1,26,56.4958,1,0,1,0,0,0,1
1,3,1,29,7.75,1,0,1,0,0,1,0
0,3,1,25,8.05,1,0,1,0,0,0,1
1,1,1,36,26.2875,1,0,1,0,0,0,1
1,1,0,54,59.4,2,0,0,1,0,0,0
0,3,1,24,7.4958,1,0,1,0,0,0,1
0,1,1,47,34.0208,1,0,1,0,0,0,1
1,2,0,34,10.5,1,0,0,1,0,0,1
0,3,1,25,24.15,1,0,1,0,0,1,0
1,2,0,36,26,2,0,0,1,0,0,1
0,3,1,32,7.8958,1,0,1,0,0,0,1
1,1,0,30,93.5,1,1,0,0,0,0,1
0,3,1,22,7.8958,1,0,1,0,0,0,1
0,3,1,25,7.225,1,0,1,0,0,0,0
1,1,0,44,57.9792,2,0,0,1,0,0,0
0,3,1,25,7.2292,1,0,1,0,0,0,0
0,3,1,40.5,7.75,1,0,1,0,0,1,0
1,2,0,50,10.5,1,1,0,0,0,0,1
0,1,1,40,221.7792,1,0,1,0,0,0,1
0,3,1,39,7.925,1,0,1,0,0,0,1
0,2,1,23,11.5,4,0,1,0,0,0,1
1,2,0,2,26,3,1,0,0,0,0,1
0,3,1,25,7.2292,1,0,1,0,0,0,0
0,3,1,17,7.2292,3,0,1,0,0,0,0
1,3,0,21,22.3583,3,0,0,1,0,0,0
0,3,0,30,8.6625,1,1,0,0,0,0,1
1,2,0,7,26.25,3,1,0,0,0,0,1
0,1,1,45,26.55,1,0,0,0,1,0,1
1,1,0,30,106.425,1,1,0,0,0,0,0
0,3,1,25,14.5,1,0,1,0,0,0,1
1,1,0,22,49.5,3,1,0,0,0,0,0
1,1,0,36,71,3,1,0,0,0,0,1
0,3,0,9,31.275,7,1,0,0,0,0,1
0,3,0,11,31.275,7,1,0,0,0,0,1
1,2,1,32,26,2,0,1,0,0,0,1
0,1,1,50,106.425,2,0,1,0,0,0,0
0,1,1,64,26,1,0,1,0,0,0,1
1,2,0,19,26,2,0,0,1,0,0,1
1,2,1,30,13.8625,1,0,1,0,0,0,0
0,3,1,33,20.525,3,0,1,0,0,0,1
1,2,1,8,36.75,3,0,0,0,0,0,1
1,1,1,17,110.8833,3,0,1,0,0,0,0
0,2,1,27,26,1,0,1,0,0,0,1
0,3,1,25,7.8292,1,0,1,0,0,1,0
1,3,1,22,7.225,1,0,1,0,0,0,0
1,3,0,22,7.775,1,1,0,0,0,0,1
0,1,1,62,26.55,1,0,1,0,0,0,1
1,1,0,48,39.6,2,0,0,0,1,0,0
0,1,1,40,227.525,1,0,1,0,0,0,0
1,1,0,39,79.65,3,0,0,1,0,0,1
1,3,0,36,17.4,2,0,0,1,0,0,1
0,3,1,25,7.75,1,0,1,0,0,1,0
0,3,1,40,7.8958,1,0,1,0,0,0,1
0,2,1,28,13.5,1,0,1,0,0,0,1
0,3,1,25,8.05,1,0,1,0,0,0,1
0,3,0,21,8.05,1,1,0,0,0,0,1
0,3,1,24,24.15,3,0,1,0,0,0,1
0,3,1,19,7.8958,1,0,1,0,0,0,1
0,3,0,29,21.075,5,0,0,1,0,0,1
0,3,1,25,7.2292,1,0,1,0,0,0,0
1,3,1,32,7.8542,1,0,1,0,0,0,1
1,2,1,62,10.5,1,0,1,0,0,0,1
1,1,0,53,51.4792,3,0,0,1,0,0,1
1,1,1,36,26.3875,1,0,1,0,0,0,1
1,3,0,21,7.75,1,1,0,0,0,1,0
0,3,1,16,8.05,1,0,1,0,0,0,1
0,3,1,19,14.5,1,0,1,0,0,0,1
1,2,0,34,13,1,1,0,0,0,0,1
1,1,0,39,55.9,2,0,0,1,0,0,1
0,3,0,21,14.4583,2,0,0,1,0,0,0
1,3,1,32,7.925,1,0,1,0,0,0,1
1,2,0,25,30,3,1,0,0,0,0,1
1,1,0,39,110.8833,3,0,0,1,0,0,0
0,2,1,54,26,1,0,1,0,0,0,1
0,1,1,36,40.125,1,0,1,0,0,0,0
0,3,1,25,8.7125,1,0,1,0,0,0,0
1,1,0,18,79.65,3,1,0,0,0,0,1
0,2,1,47,15,1,0,1,0,0,0,1
1,1,1,60,79.2,3,0,1,0,0,0,0
0,3,1,22,8.05,1,0,1,0,0,0,1
0,3,1,25,8.05,1,0,1,0,0,0,1
0,3,1,35,7.125,1,0,1,0,0,0,1
1,1,0,52,78.2667,2,0,0,1,0,0,0
0,3,1,47,7.25,1,0,1,0,0,0,1
0,3,0,21,7.75,3,1,0,0,0,1,0
0,2,1,37,26,2,0,1,0,0,0,1
0,3,1,36,24.15,3,0,1,0,0,0,1
1,2,0,28,33,1,1,0,0,0,0,1
0,3,1,49,0,1,0,1,0,0,0,1
0,3,1,25,7.225,1,0,1,0,0,0,0
1,1,1,49,56.9292,2,0,0,0,1,0,0
1,2,0,24,27,4,0,0,1,0,0,1
0,3,1,25,7.8958,1,0,1,0,0,0,1
0,1,1,40,42.4,1,0,1,0,0,0,1
0,3,1,44,8.05,1,0,1,0,0,0,1
1,1,1,35,26.55,1,0,1,0,0,0,0
0,3,1,36,15.55,2,0,1,0,0,0,1
0,3,1,30,7.8958,1,0,1,0,0,0,1
1,1,1,27,30.5,1,0,1,0,0,0,1
1,2,0,22,41.5792,4,0,0,1,0,0,0
1,1,0,40,153.4625,1,1,0,0,0,0,1
0,3,0,39,31.275,7,0,0,1,0,0,1
0,3,1,25,7.05,1,0,1,0,0,0,1
1,3,0,21,15.5,2,1,0,0,0,1,0
0,3,1,25,7.75,1,0,1,0,0,1,0
0,3,1,35,8.05,1,0,1,0,0,0,1
1,2,0,24,65,4,1,0,0,0,0,1
0,3,1,34,14.4,3,0,1,0,0,0,1
0,3,0,26,16.1,2,0,0,1,0,0,1
1,2,0,4,39,4,1,0,0,0,0,1
0,2,1,26,10.5,1,0,1,0,0,0,1
0,3,1,27,14.4542,2,0,1,0,0,0,0
1,1,1,42,52.5542,2,0,1,0,0,0,1
1,3,1,20,15.7417,3,0,1,0,0,0,0
0,3,1,21,7.8542,1,0,1,0,0,0,1
0,3,1,21,16.1,1,0,1,0,0,0,1
0,1,1,61,32.3208,1,0,1,0,0,0,1
0,2,1,57,12.35,1,0,0,0,1,1,0
1,1,0,21,77.9583,1,1,0,0,0,0,1
0,3,1,26,7.8958,1,0,1,0,0,0,1
0,3,1,25,7.7333,1,0,1,0,0,1,0
1,1,1,80,30,1,0,1,0,0,0,1
0,3,1,51,7.0542,1,0,1,0,0,0,1
1,1,1,32,30.5,1,0,0,0,1,0,0
0,1,1,40,0,1,0,1,0,0,0,1
0,3,0,9,27.9,6,1,0,0,0,0,1
1,2,0,28,13,1,1,0,0,0,0,1
0,3,1,32,7.925,1,0,1,0,0,0,1
0,2,1,31,26.25,3,0,1,0,0,0,1
0,3,0,41,39.6875,6,0,0,1,0,0,1
0,3,1,25,16.1,2,0,1,0,0,0,1
0,3,1,20,7.8542,1,0,1,0,0,0,1
1,1,0,24,69.3,1,1,0,0,0,0,0
0,3,0,2,27.9,6,1,0,0,0,0,1
1,3,1,25,56.4958,1,0,1,0,0,0,1
1,3,0,0.75,19.2583,4,1,0,0,0,0,0
1,1,1,48,76.7292,2,0,1,0,0,0,0
0,3,1,19,7.8958,1,0,1,0,0,0,1
1,1,1,56,35.5,1,0,0,0,1,0,0
0,3,1,25,7.55,1,0,1,0,0,0,1
1,3,0,23,7.55,1,1,0,0,0,0,1
0,3,1,25,7.8958,1,0,1,0,0,0,1
1,2,0,18,23,2,1,0,0,0,0,1
0,3,1,21,8.4333,1,0,1,0,0,0,1
1,3,0,21,7.8292,1,1,0,0,0,1,0
0,3,0,18,6.75,1,1,0,0,0,1,0
0,2,1,24,73.5,3,0,1,0,0,0,1
0,3,1,25,7.8958,1,0,1,0,0,0,1
0,3,0,32,15.5,3,0,0,1,0,1,0
0,2,1,23,13,1,0,1,0,0,0,1
0,1,1,58,113.275,3,0,1,0,0,0,0
1,1,1,50,133.65,3,0,0,0,1,0,1
0,3,1,40,7.225,1,0,1,0,0,0,0
0,1,1,47,25.5875,1,0,1,0,0,0,1
0,3,1,36,7.4958,1,0,1,0,0,0,1
1,3,1,20,7.925,2,0,1,0,0,0,1
0,2,1,32,73.5,3,0,1,0,0,0,1
0,2,1,25,13,1,0,1,0,0,0,1
0,3,1,25,7.775,1,0,1,0,0,0,1
0,3,1,43,8.05,1,0,1,0,0,0,1
1,1,0,35,52,2,0,0,1,0,0,1
1,2,0,40,39,3,0,0,1,0,0,1
0,1,1,31,52,2,0,1,0,0,0,1
0,2,1,70,10.5,1,0,1,0,0,0,1
1,2,1,31,13,1,0,1,0,0,0,1
0,2,1,30,0,1,0,1,0,0,0,1
0,3,1,18,7.775,1,0,1,0,0,0,1
0,3,1,24.5,8.05,1,0,1,0,0,0,1
1,3,0,18,9.8417,1,1,0,0,0,0,1
0,3,0,43,46.9,8,0,0,1,0,0,1
1,1,1,36,512.3292,2,0,1,0,0,0,0
0,3,0,21,8.1375,1,1,0,0,0,1,0
1,1,1,27,76.7292,1,0,1,0,0,0,0
0,3,1,20,9.225,1,0,1,0,0,0,1
0,3,1,14,46.9,8,0,1,0,0,0,1
0,2,1,60,39,3,0,1,0,0,0,1
0,2,1,25,41.5792,4,0,1,0,0,0,0
0,3,1,14,39.6875,6,0,1,0,0,0,1
0,3,1,19,10.1708,1,0,1,0,0,0,1
0,3,1,18,7.7958,1,0,1,0,0,0,1
1,1,0,15,211.3375,2,1,0,0,0,0,1
1,1,1,31,57,2,0,1,0,0,0,1
1,3,0,4,13.4167,2,1,0,0,0,0,0
1,3,1,25,56.4958,1,0,1,0,0,0,1
0,3,1,25,7.225,1,0,1,0,0,0,0
0,1,1,60,26.55,1,0,0,0,1,0,1
0,2,1,52,13.5,1,0,1,0,0,0,1
0,3,1,44,8.05,1,0,1,0,0,0,1
1,3,0,21,7.7333,1,1,0,0,0,1,0
0,1,1,49,110.8833,3,0,1,0,0,0,0
0,3,1,42,7.65,1,0,1,0,0,0,1
1,1,0,18,227.525,2,0,0,1,0,0,0
1,1,1,35,26.2875,1,0,1,0,0,0,1
0,3,0,18,14.4542,2,1,0,0,0,0,0
0,3,1,25,7.7417,1,0,1,0,0,1,0
0,3,1,26,7.8542,2,0,1,0,0,0,1
0,2,1,39,26,1,0,1,0,0,0,1
1,2,0,45,13.5,1,0,0,1,0,0,1
1,1,1,42,26.2875,1,0,1,0,0,0,1
1,1,0,22,151.55,1,1,0,0,0,0,1
1,3,1,25,15.2458,3,0,0,0,0,0,0
1,1,0,24,49.5042,1,1,0,0,0,0,0
0,1,1,40,26.55,1,0,1,0,0,0,1
1,1,1,48,52,2,0,1,0,0,0,1
0,3,1,29,9.4833,1,0,1,0,0,0,1
0,2,1,52,13,1,0,1,0,0,0,1
0,3,1,19,7.65,1,0,1,0,0,0,1
1,1,0,38,227.525,1,1,0,0,0,0,0
1,2,0,27,10.5,1,1,0,0,0,0,1
0,3,1,25,15.5,1,0,1,0,0,1,0
0,3,1,33,7.775,1,0,1,0,0,0,1
1,2,0,6,33,2,1,0,0,0,0,1
0,3,1,17,7.0542,2,0,1,0,0,0,1
0,2,1,34,13,1,0,1,0,0,0,1
0,2,1,50,13,1,0,1,0,0,0,1
1,1,1,27,53.1,2,0,1,0,0,0,1
0,3,1,20,8.6625,1,0,1,0,0,0,1
1,2,0,30,21,4,0,0,1,0,0,1
1,3,0,21,7.7375,1,1,0,0,0,1,0
0,2,1,25,26,2,0,1,0,0,0,1
0,3,0,25,7.925,2,1,0,0,0,0,1
1,1,0,29,211.3375,1,1,0,0,0,0,1
0,3,1,11,18.7875,1,0,1,0,0,0,0
0,2,1,30,0,1,0,1,0,0,0,1
0,2,1,23,13,1,0,1,0,0,0,1
0,2,1,23,13,1,0,1,0,0,0,1
0,3,1,28.5,16.1,1,0,1,0,0,0,1
0,3,0,48,34.375,5,0,0,1,0,0,1
1,1,1,35,512.3292,1,0,1,0,0,0,0
0,3,1,25,7.8958,1,0,1,0,0,0,1
0,3,1,25,7.8958,1,0,1,0,0,0,1
1,1,1,40,30,1,0,1,0,0,0,1
0,1,1,36,78.85,2,0,1,0,0,0,1
1,1,0,21,262.375,5,1,0,0,0,0,0
0,3,1,24,16.1,2,0,1,0,0,0,1
1,3,1,31,7.925,1,0,1,0,0,0,1
0,1,1,70,71,3,0,0,0,1,0,1
0,3,1,16,20.25,3,0,1,0,0,0,1
1,2,0,30,13,1,1,0,0,0,0,1
0,1,1,19,53.1,2,0,1,0,0,0,1
0,3,1,31,7.75,1,0,1,0,0,1,0
1,2,0,4,23,3,1,0,0,0,0,1
1,3,1,6,12.475,2,0,0,0,0,0,1
0,3,1,33,9.5,1,0,1,0,0,0,1
0,3,1,23,7.8958,1,0,1,0,0,0,1
1,2,0,48,65,4,0,0,1,0,0,1
1,2,1,0.67,14.5,3,0,0,0,0,0,1
0,3,1,28,7.7958,1,0,1,0,0,0,1
0,2,1,18,11.5,1,0,1,0,0,0,1
0,3,1,34,8.05,1,0,1,0,0,0,1
1,1,0,33,86.5,1,0,0,0,1,0,1
0,3,1,25,14.5,1,0,1,0,0,0,1
0,3,1,41,7.125,1,0,1,0,0,0,1
1,3,1,20,7.2292,1,0,1,0,0,0,0
1,1,0,36,120,4,0,0,1,0,0,1
0,3,1,16,7.775,1,0,1,0,0,0,1
1,1,0,51,77.9583,2,0,0,1,0,0,1
0,1,1,40,39.6,1,0,0,0,1,0,0
0,3,0,30.5,7.75,1,1,0,0,0,1,0
0,3,1,25,24.15,2,0,1,0,0,1,0
0,3,1,32,8.3625,1,0,1,0,0,0,1
0,3,1,24,9.5,1,0,1,0,0,0,1
0,3,1,48,7.8542,1,0,1,0,0,0,1
0,2,0,57,10.5,1,0,0,1,0,0,1
0,3,1,25,7.225,1,0,1,0,0,0,0
1,2,0,54,23,5,0,0,1,0,0,1
0,3,1,18,7.75,1,0,1,0,0,0,1
0,3,1,25,7.75,1,0,1,0,0,1,0
1,3,0,5,12.475,1,1,0,0,0,0,1
0,3,1,25,7.7375,1,0,1,0,0,1,0
1,1,0,43,211.3375,2,0,0,1,0,0,1
1,3,0,13,7.2292,1,1,0,0,0,0,0
1,1,0,17,57,2,0,0,1,0,0,1
0,1,1,29,30,1,0,1,0,0,0,1
0,3,1,25,23.45,4,0,1,0,0,0,1
0,3,1,25,7.05,1,0,1,0,0,0,1
0,3,1,25,7.25,1,0,1,0,0,0,1
1,3,0,18,7.4958,1,1,0,0,0,0,1
0,3,1,8,29.125,6,0,0,0,0,1,0
1,3,1,1,20.575,4,0,0,0,0,0,1
0,1,1,46,79.2,1,0,1,0,0,0,0
0,3,1,25,7.75,1,0,1,0,0,1,0
0,2,1,16,26,1,0,1,0,0,0,1
0,3,0,21,69.55,11,1,0,0,0,0,1
0,1,1,40,30.6958,1,0,1,0,0,0,0
0,3,1,25,7.8958,1,0,1,0,0,0,1
0,2,1,39,13,1,0,1,0,0,0,1
1,1,0,49,25.9292,1,0,0,0,1,0,1
1,3,0,31,8.6833,1,0,0,1,0,0,1
0,3,1,30,7.2292,1,0,1,0,0,0,0
0,3,0,30,24.15,3,0,0,1,0,0,1
0,2,1,34,13,1,0,1,0,0,0,1
1,2,0,31,26.25,3,0,0,1,0,0,1
1,1,1,11,120,4,0,0,0,0,0,1
1,3,1,0.42,8.5167,2,0,0,0,0,0,0
1,3,1,27,6.975,1,0,1,0,0,0,1
0,3,1,31,7.775,1,0,1,0,0,0,1
0,1,1,39,0,1,0,1,0,0,0,1
0,3,0,18,7.775,1,1,0,0,0,0,1
0,2,1,39,13,1,0,1,0,0,0,1
1,1,0,33,53.1,2,0,0,1,0,0,1
0,3,1,26,7.8875,1,0,1,0,0,0,1
0,3,1,39,24.15,1,0,1,0,0,0,1
0,2,1,35,10.5,1,0,1,0,0,0,1
0,3,0,6,31.275,7,1,0,0,0,0,1
0,3,1,30.5,8.05,1,0,1,0,0,0,1
0,1,1,40,0,1,0,1,0,0,0,1
0,3,0,23,7.925,1,1,0,0,0,0,1
0,2,1,31,37.0042,3,0,1,0,0,0,0
0,3,1,43,6.45,1,0,1,0,0,0,1
0,3,1,10,27.9,6,0,0,0,0,0,1
1,1,0,52,93.5,3,0,0,1,0,0,1
1,3,1,27,8.6625,1,0,1,0,0,0,1
0,1,1,38,0,1,0,0,0,1,0,1
1,3,0,27,12.475,2,0,0,1,0,0,1
0,3,1,2,39.6875,6,0,0,0,0,0,1
0,3,1,25,6.95,1,0,1,0,0,1,0
0,3,1,25,56.4958,1,0,1,0,0,0,1
1,2,1,1,37.0042,3,0,0,0,0,0,0
1,3,1,25,7.75,1,0,1,0,0,1,0
1,1,0,62,80,1,0,0,1,0,0,1
1,3,0,15,14.4542,2,0,0,1,0,0,0
1,2,1,0.83,18.75,3,0,0,0,0,0,1
0,3,1,25,7.2292,1,0,1,0,0,0,0
0,3,1,23,7.8542,1,0,1,0,0,0,1
0,3,1,18,8.3,1,0,1,0,0,0,1
1,1,0,39,83.1583,3,1,0,0,0,0,0
0,3,1,21,8.6625,1,0,1,0,0,0,1
0,3,1,25,8.05,1,0,1,0,0,0,1
1,3,1,32,56.4958,1,0,1,0,0,0,1
1,1,1,40,29.7,1,0,1,0,0,0,0
0,3,1,20,7.925,1,0,1,0,0,0,1
0,2,1,16,10.5,1,0,1,0,0,0,1
1,1,0,30,31,1,1,0,0,0,0,0
0,3,1,34.5,6.4375,1,0,1,0,0,0,0
0,3,1,17,8.6625,1,0,1,0,0,0,1
0,3,1,42,7.55,1,0,1,0,0,0,1
0,3,1,25,69.55,11,0,1,0,0,0,1
0,3,1,35,7.8958,1,0,1,0,0,0,0
0,2,1,28,33,2,0,0,0,1,0,1
1,1,0,35,89.1042,2,0,0,1,0,0,0
0,3,1,4,31.275,7,0,0,0,0,0,1
0,3,1,74,7.775,1,0,1,0,0,0,1
0,3,0,9,15.2458,3,1,0,0,0,0,0
1,1,0,16,39.4,2,1,0,0,0,0,1
0,2,0,44,26,2,0,0,1,0,0,1
1,3,0,18,9.35,2,0,0,1,0,0,1
1,1,0,45,164.8667,3,0,0,1,0,0,1
1,1,1,51,26.55,1,0,1,0,0,0,1
1,3,0,24,19.2583,4,0,0,1,0,0,0
0,3,1,25,7.2292,1,0,1,0,0,0,0
0,3,1,41,14.1083,3,0,1,0,0,0,1
0,2,1,21,11.5,2,0,1,0,0,0,1
1,1,0,48,25.9292,1,0,0,1,0,0,1
0,3,0,21,69.55,11,1,0,0,0,0,1
0,2,1,24,13,1,0,1,0,0,0,1
1,2,0,42,13,1,0,0,1,0,0,1
1,2,0,27,13.8583,2,1,0,0,0,0,0
0,1,1,31,50.4958,1,0,1,0,0,0,1
0,3,1,25,9.5,1,0,1,0,0,0,1
1,3,1,4,11.1333,3,0,0,0,0,0,1
0,3,1,26,7.8958,1,0,1,0,0,0,1
1,1,0,47,52.5542,3,0,0,1,0,0,1
0,1,1,33,5,1,0,1,0,0,0,1
0,3,1,47,9,1,0,1,0,0,0,1
1,2,0,28,24,2,0,0,1,0,0,0
1,3,0,15,7.225,1,1,0,0,0,0,0
0,3,1,20,9.8458,1,0,1,0,0,0,1
0,3,1,19,7.8958,1,0,1,0,0,0,1
0,3,1,25,7.8958,1,0,1,0,0,0,1
1,1,0,56,83.1583,2,0,0,1,0,0,0
1,2,0,25,26,2,0,0,1,0,0,1
0,3,1,33,7.8958,1,0,1,0,0,0,1
0,3,0,22,10.5167,1,1,0,0,0,0,1
0,2,1,28,10.5,1,0,1,0,0,0,1
0,3,1,25,7.05,1,0,1,0,0,0,1
0,3,0,39,29.125,6,0,0,1,0,1,0
0,2,1,27,13,1,0,0,0,1,0,1
1,1,0,19,30,1,1,0,0,0,0,1
0,3,0,21,23.45,4,1,0,0,0,0,1
1,1,1,26,30,1,0,1,0,0,0,0
0,3,1,32,7.75,1,0,1,0,0,1,0
